"","LINEUP (NAMES)","NUMBERS","NUMBER OF GUARDS","OPPONENT POSSESSIONS","CMU POSSESSIONS","LINEUP SECONDS","OPPONENT PTS","CMU PTS","SCORE DIFFERENTIAL WHEN ENTER","CMU 3PA","CMU FGA","CMU FTA","CMU REBOUNDS","TOTAL REBOUNDS","QUARTER","game_id","LINEUP_SORTED"
"159","HEYER,ALLIE, ARIAS,AVA, OR,CATHERINE, PROUTY,ANNA, DELMORE,KAYLA","5 24 22 20 21",4,4,4,113,6,3,22,1,3,0,1,3,4,"case western reserve","ARIAS,AVA DELMORE,KAYLA HEYER,ALLIE OR,CATHERINE PROUTY,ANNA"
"160","GIBBS,SAVANNAH, ARIAS,AVA, OR,CATHERINE, NAMBISAN,ISHA, DELMORE,KAYLA","4 24 22 23 21",4,2,2,62,0,0,19,0,1,0,3,4,4,"case western reserve","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"161","PROUTY,ANNA, ARIAS,AVA, OR,CATHERINE, NAMBISAN,ISHA, DELMORE,KAYLA","20 24 22 23 21",4,1,0,31,0,0,19,0,0,0,1,2,4,"case western reserve","ARIAS,AVA DELMORE,KAYLA NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA"
"162","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","3 4 10 22 24",4,4,5,178,2,6,0,2,7,0,5,5,1,"case western reserve2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"163","LIGOTTI,PIPER, GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, ARIAS,AVA","3 4 5 22 24",4,1,1,44,0,0,4,0,1,0,1,2,1,"case western reserve2","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"164","LIGOTTI,PIPER, GIBBS,SAVANNAH, HEYER,ALLIE, DELMORE,KAYLA, ARIAS,AVA","3 4 5 21 24",4,2,2,85,4,3,4,2,2,0,0,2,1,"case western reserve2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"165","BLACK,AVA, OR,CATHERINE, HEYER,ALLIE, DELMORE,KAYLA, ARIAS,AVA","1 22 5 21 24",4,1,1,13,0,2,3,0,0,2,1,1,1,"case western reserve2","ARIAS,AVA BLACK,AVA DELMORE,KAYLA HEYER,ALLIE OR,CATHERINE"
"166","BLACK,AVA, OR,CATHERINE, HEYER,ALLIE, DELMORE,KAYLA, LAFOND,LIV","1 22 5 21 34",4,1,0,45,2,0,5,1,1,0,1,1,1,"case western reserve2","BLACK,AVA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"167","BLACK,AVA, OR,CATHERINE, MATSKO,MEGAN, DELMORE,KAYLA, LAFOND,LIV","1 22 13 21 34",4,7,8,235,10,4,3,2,6,0,3,6,1,"case western reserve2","BLACK,AVA DELMORE,KAYLA LAFOND,LIV MATSKO,MEGAN OR,CATHERINE"
"168","GIBBS,SAVANNAH, OR,CATHERINE, HEYER,ALLIE, NAMBISAN,ISHA, ARIAS,AVA","4 22 5 23 24",4,4,3,130,1,3,-3,1,2,2,3,6,2,"case western reserve2","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE"
"169","GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, NAMBISAN,ISHA, ARIAS,AVA","4 22 10 23 24",4,3,3,94,4,0,-1,1,2,0,0,2,2,"case western reserve2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"170","GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER, ARIAS,AVA","4 22 10 3 24",4,3,3,70,2,0,-5,0,1,0,1,2,2,"case western reserve2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"171","GIBBS,SAVANNAH, OR,CATHERINE, DELMORE,KAYLA, HEYER,ALLIE, ARIAS,AVA","4 22 21 5 24",4,1,1,51,1,0,-7,0,0,0,0,1,2,"case western reserve2","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"172","GIBBS,SAVANNAH, OR,CATHERINE, DELMORE,KAYLA, HEYER,ALLIE, MATSKO,MEGAN","4 22 21 5 13",4,2,2,90,5,2,-8,0,2,0,0,3,2,"case western reserve2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"173","GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, HEYER,ALLIE, MATSKO,MEGAN","4 10 21 5 13",4,5,6,165,13,4,-11,2,5,0,2,6,2,"case western reserve2","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN"
"174","GIBBS,SAVANNAH, CHINTALA,ANISHA, ARIAS,AVA, LIGOTTI,PIPER, OR,CATHERINE","4 10 24 3 22",4,2,3,65,0,0,-20,0,2,0,2,4,3,"case western reserve2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"175","PROUTY,ANNA, CHINTALA,ANISHA, ARIAS,AVA, LIGOTTI,PIPER, OR,CATHERINE","20 10 24 3 22",4,1,1,85,0,2,-20,2,4,0,3,4,3,"case western reserve2","ARIAS,AVA CHINTALA,ANISHA LIGOTTI,PIPER OR,CATHERINE PROUTY,ANNA"
"176","PROUTY,ANNA, CHINTALA,ANISHA, LAFOND,LIV, LIGOTTI,PIPER, OR,CATHERINE","20 10 34 3 22",4,1,0,8,0,0,-18,0,0,0,0,2,3,"case western reserve2","CHINTALA,ANISHA LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE PROUTY,ANNA"
"177","PROUTY,ANNA, DELMORE,KAYLA, LAFOND,LIV, LIGOTTI,PIPER, OR,CATHERINE","20 21 34 3 22",4,4,4,175,4,2,-18,0,5,0,2,6,3,"case western reserve2","DELMORE,KAYLA LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE PROUTY,ANNA"
"178","GIBBS,SAVANNAH, DELMORE,KAYLA, HEYER,ALLIE, LIGOTTI,PIPER, OR,CATHERINE","4 21 5 3 22",4,5,5,192,5,7,-20,3,8,0,5,7,3,"case western reserve2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"179","GIBBS,SAVANNAH, DELMORE,KAYLA, HEYER,ALLIE, LIGOTTI,PIPER, CHINTALA,ANISHA","4 21 5 3 10",4,7,8,244,5,6,-18,4,9,0,6,11,3,"case western reserve2","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"180","OR,CATHERINE, ARIAS,AVA, HEYER,ALLIE, LIGOTTI,PIPER, CHINTALA,ANISHA","22 24 5 3 10",5,2,2,83,0,2,-17,0,2,0,3,4,4,"case western reserve2","ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"181","OR,CATHERINE, ARIAS,AVA, DELMORE,KAYLA, GIBBS,SAVANNAH, CHINTALA,ANISHA","22 24 21 4 10",4,2,2,68,3,3,-15,0,2,1,1,2,4,"case western reserve2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH OR,CATHERINE"
"182","OR,CATHERINE, HEYER,ALLIE, DELMORE,KAYLA, GIBBS,SAVANNAH, LIGOTTI,PIPER","22 5 21 4 3",4,7,7,280,2,6,-15,3,8,0,4,8,4,"case western reserve2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"183","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","3 4 10 22 24",4,8,8,236,9,11,0,1,6,0,2,3,1,"chicago","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"184","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, MATSKO,MEGAN","3 4 10 22 13",4,4,5,148,7,4,2,1,3,0,2,3,1,"chicago","CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE"
"185","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, MATSKO,MEGAN","24 4 10 22 13",4,3,2,83,0,0,-1,1,2,0,2,3,1,"chicago","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH MATSKO,MEGAN OR,CATHERINE"
"186","ARIAS,AVA, BLACK,AVA, CHINTALA,ANISHA, OR,CATHERINE, MATSKO,MEGAN","24 1 10 22 13",4,4,4,133,5,0,-1,1,2,0,2,4,1,"chicago","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA MATSKO,MEGAN OR,CATHERINE"
"187","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, MATSKO,MEGAN","24 4 10 22 13",4,4,4,133,2,6,-6,1,4,0,2,4,2,"chicago","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH MATSKO,MEGAN OR,CATHERINE"
"188","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, LIGOTTI,PIPER","24 4 10 22 3",4,1,2,48,2,2,-2,0,0,2,0,2,2,"chicago","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"189","ARIAS,AVA, GIBBS,SAVANNAH, DELMORE,KAYLA, OR,CATHERINE, LIGOTTI,PIPER","24 4 21 22 3",4,3,2,81,0,2,-2,1,2,0,3,4,2,"chicago","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"190","ARIAS,AVA, GIBBS,SAVANNAH, DELMORE,KAYLA, CHINTALA,ANISHA, LIGOTTI,PIPER","24 4 21 10 3",4,2,3,83,0,3,0,2,2,0,1,3,2,"chicago","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER"
"191","MATSKO,MEGAN, GIBBS,SAVANNAH, DELMORE,KAYLA, CHINTALA,ANISHA, LIGOTTI,PIPER","13 4 21 10 3",4,4,4,135,4,2,3,1,3,0,2,5,2,"chicago","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER MATSKO,MEGAN"
"192","MATSKO,MEGAN, BLACK,AVA, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER","13 1 22 10 3",4,2,2,105,4,2,1,0,1,2,0,4,2,"chicago","BLACK,AVA CHINTALA,ANISHA LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE"
"193","MATSKO,MEGAN, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER","13 4 22 10 3",4,1,0,15,0,0,-1,0,0,0,1,1,2,"chicago","CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE"
"194","ARIAS,AVA, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER","24 4 22 10 3",4,17,16,462,13,8,-1,2,13,0,6,20,3,"chicago","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"195","ARIAS,AVA, GIBBS,SAVANNAH, OR,CATHERINE, HEYER,ALLIE, LIGOTTI,PIPER","24 4 22 5 3",4,1,2,36,0,2,-6,0,1,0,0,0,3,"chicago","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"196","ARIAS,AVA, BLACK,AVA, OR,CATHERINE, HEYER,ALLIE, LIGOTTI,PIPER","24 1 22 5 3",4,3,2,102,4,0,-4,0,1,0,1,6,3,"chicago","ARIAS,AVA BLACK,AVA HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"197","ARIAS,AVA, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER","24 4 22 10 3",4,3,4,129,6,6,-8,0,3,0,0,0,4,"chicago","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"198","MATSKO,MEGAN, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER","13 4 22 10 3",4,1,1,66,4,2,-8,0,1,0,0,2,4,"chicago","CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE"
"199","ARIAS,AVA, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER","24 4 22 10 3",4,1,0,19,2,0,-10,0,0,0,0,0,4,"chicago","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"200","DELMORE,KAYLA, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER","21 4 22 10 3",4,3,3,107,2,2,-12,1,2,2,2,4,4,"chicago","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"201","ARIAS,AVA, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER","24 4 22 10 3",4,2,3,98,2,2,-12,0,3,0,1,4,4,"chicago","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"202","DELMORE,KAYLA, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, HEYER,ALLIE","21 4 22 10 5",4,4,4,120,4,2,-12,2,4,0,2,5,4,"chicago","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"203","DELMORE,KAYLA, GIBBS,SAVANNAH, OR,CATHERINE, MATSKO,MEGAN, HEYER,ALLIE","21 4 22 13 5",4,1,1,61,2,2,-14,0,1,0,0,0,4,"chicago","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"204","BLACK,AVA, LIGOTTI,PIPER, CHINTALA,ANISHA, DELMORE,KAYLA, ARIAS,AVA","1 3 10 21 24",4,8,8,253,10,8,0,2,5,2,4,5,1,"chicago2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA LIGOTTI,PIPER"
"205","BLACK,AVA, HEYER,ALLIE, MATSKO,MEGAN, DELMORE,KAYLA, ARIAS,AVA","1 5 13 21 24",4,3,2,114,2,0,-2,2,2,0,2,4,1,"chicago2","ARIAS,AVA BLACK,AVA DELMORE,KAYLA HEYER,ALLIE MATSKO,MEGAN"
"206","BLACK,AVA, HEYER,ALLIE, MATSKO,MEGAN, CHINTALA,ANISHA, ARIAS,AVA","1 5 13 10 24",4,2,2,75,5,4,-4,0,2,0,0,0,1,"chicago2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE MATSKO,MEGAN"
"207","PROUTY,ANNA, HEYER,ALLIE, DELMORE,KAYLA, CHINTALA,ANISHA, LAFOND,LIV","20 5 21 10 34",4,5,5,158,0,0,-5,2,6,0,6,10,1,"chicago2","CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV PROUTY,ANNA"
"208","BLACK,AVA, HEYER,ALLIE, DELMORE,KAYLA, CHINTALA,ANISHA, LIGOTTI,PIPER","1 5 21 10 3",4,5,5,122,5,6,-5,1,3,2,1,3,2,"chicago2","BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE LIGOTTI,PIPER"
"209","BLACK,AVA, HEYER,ALLIE, NAMBISAN,ISHA, CHINTALA,ANISHA, MATSKO,MEGAN","1 5 23 10 13",4,1,1,32,3,0,-4,0,0,0,0,1,2,"chicago2","BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE MATSKO,MEGAN NAMBISAN,ISHA"
"210","BLACK,AVA, HEYER,ALLIE, DELMORE,KAYLA, CHINTALA,ANISHA, MATSKO,MEGAN","1 5 21 10 13",4,3,3,92,2,4,-7,0,3,0,2,2,2,"chicago2","BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE MATSKO,MEGAN"
"211","LIGOTTI,PIPER, HEYER,ALLIE, DELMORE,KAYLA, CHINTALA,ANISHA, LAFOND,LIV","3 5 21 10 34",5,3,2,100,0,0,-5,2,2,0,4,5,2,"chicago2","CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER"
"212","LIGOTTI,PIPER, HEYER,ALLIE, NAMBISAN,ISHA, CHINTALA,ANISHA, LAFOND,LIV","3 5 23 10 34",5,3,3,112,6,5,-5,1,2,0,0,0,2,"chicago2","CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER NAMBISAN,ISHA"
"213","BLACK,AVA, HEYER,ALLIE, ARIAS,AVA, CHINTALA,ANISHA, JOSEPH,JAMIE","1 5 24 10 32",3,1,1,26,1,0,-6,0,0,0,0,0,2,"chicago2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE JOSEPH,JAMIE"
"214","BLACK,AVA, HEYER,ALLIE, ARIAS,AVA, CHINTALA,ANISHA, NAMBISAN,ISHA","1 5 24 10 23",4,2,3,116,0,4,-7,0,2,2,2,3,2,"chicago2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE NAMBISAN,ISHA"
"215","BLACK,AVA, LIGOTTI,PIPER, ARIAS,AVA, CHINTALA,ANISHA, DELMORE,KAYLA","1 3 24 10 21",4,5,5,188,9,9,-3,3,5,0,1,3,3,"chicago2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA LIGOTTI,PIPER"
"216","HEYER,ALLIE, MATSKO,MEGAN, PROUTY,ANNA, CHINTALA,ANISHA, DELMORE,KAYLA","5 13 20 10 21",4,3,3,80,2,0,-3,0,2,0,0,3,3,"chicago2","CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE MATSKO,MEGAN PROUTY,ANNA"
"217","HEYER,ALLIE, MATSKO,MEGAN, PROUTY,ANNA, CHINTALA,ANISHA, NAMBISAN,ISHA","5 13 20 10 23",4,0,1,47,3,0,-5,0,1,0,0,4,3,"chicago2","CHINTALA,ANISHA HEYER,ALLIE MATSKO,MEGAN NAMBISAN,ISHA PROUTY,ANNA"
"218","HEYER,ALLIE, ARIAS,AVA, PROUTY,ANNA, CHINTALA,ANISHA, NAMBISAN,ISHA","5 24 20 10 23",4,1,0,3,2,0,-8,0,0,0,0,0,3,"chicago2","ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE NAMBISAN,ISHA PROUTY,ANNA"
"219","HEYER,ALLIE, ARIAS,AVA, BLACK,AVA, CHINTALA,ANISHA, DELMORE,KAYLA","5 24 1 10 21",4,2,2,59,2,0,-10,1,1,0,1,2,3,"chicago2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE"
"220","HEYER,ALLIE, LIGOTTI,PIPER, BLACK,AVA, CHINTALA,ANISHA, DELMORE,KAYLA","5 3 1 10 21",4,2,3,74,2,0,-12,3,4,0,2,5,3,"chicago2","BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE LIGOTTI,PIPER"
"221","HEYER,ALLIE, NAMBISAN,ISHA, BLACK,AVA, CHINTALA,ANISHA, DELMORE,KAYLA","5 23 1 10 21",4,1,0,33,2,0,-14,0,0,0,0,1,3,"chicago2","BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE NAMBISAN,ISHA"
"222","HEYER,ALLIE, ARIAS,AVA, BLACK,AVA, CHINTALA,ANISHA, DELMORE,KAYLA","5 24 1 10 21",4,2,3,116,3,3,-16,2,4,0,3,4,3,"chicago2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE"
"223","HEYER,ALLIE, ARIAS,AVA, PROUTY,ANNA, CHINTALA,ANISHA, DELMORE,KAYLA","5 24 20 10 21",4,1,2,54,0,0,-16,0,1,0,2,2,4,"chicago2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE PROUTY,ANNA"
"224","HEYER,ALLIE, ARIAS,AVA, LIGOTTI,PIPER, CHINTALA,ANISHA, DELMORE,KAYLA","5 24 3 10 21",5,2,3,103,0,0,-16,0,5,0,3,6,4,"chicago2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE LIGOTTI,PIPER"
"225","HEYER,ALLIE, ARIAS,AVA, LIGOTTI,PIPER, NAMBISAN,ISHA, DELMORE,KAYLA","5 24 3 23 21",5,6,5,178,5,0,-16,2,3,0,4,7,4,"chicago2","ARIAS,AVA DELMORE,KAYLA HEYER,ALLIE LIGOTTI,PIPER NAMBISAN,ISHA"
"226","HEYER,ALLIE, ARIAS,AVA, LIGOTTI,PIPER, CHINTALA,ANISHA, DELMORE,KAYLA","5 24 3 10 21",5,0,1,21,0,2,-21,0,0,2,0,0,4,"chicago2","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE LIGOTTI,PIPER"
"227","HEYER,ALLIE, MATSKO,MEGAN, BLACK,AVA, CHINTALA,ANISHA, DELMORE,KAYLA","5 13 1 10 21",4,8,8,244,6,12,-19,3,7,3,3,7,4,"chicago2","BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE MATSKO,MEGAN"
"228","GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, OR,CATHERINE, LAFOND,LIV","4 10 21 22 34",4,10,10,289,11,12,0,2,7,3,4,6,1,"denison","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LAFOND,LIV OR,CATHERINE"
"229","GIBBS,SAVANNAH, CHINTALA,ANISHA, LIGOTTI,PIPER, OR,CATHERINE, LAFOND,LIV","4 10 3 22 34",4,1,-1,43,0,0,1,0,0,0,0,2,1,"denison","CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"230","GIBBS,SAVANNAH, HEYER,ALLIE, LIGOTTI,PIPER, OR,CATHERINE, LAFOND,LIV","4 5 3 22 34",4,2,3,68,3,5,1,1,2,0,0,0,1,"denison","GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"231","ARIAS,AVA, HEYER,ALLIE, LIGOTTI,PIPER, OR,CATHERINE, LAFOND,LIV","24 5 3 22 34",5,2,2,87,2,0,3,0,2,0,1,3,1,"denison","ARIAS,AVA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"232","ARIAS,AVA, HEYER,ALLIE, LIGOTTI,PIPER, GIBBS,SAVANNAH, DELMORE,KAYLA","24 5 3 4 21",4,3,3,77,1,4,1,0,2,2,1,2,1,"denison","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"233","ARIAS,AVA, HEYER,ALLIE, OR,CATHERINE, GIBBS,SAVANNAH, DELMORE,KAYLA","24 5 22 4 21",4,3,2,122,2,4,4,0,2,0,0,2,1,"denison","ARIAS,AVA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"234","ARIAS,AVA, HEYER,ALLIE, OR,CATHERINE, GIBBS,SAVANNAH, MATSKO,MEGAN","24 5 22 4 13",4,0,1,33,1,0,6,1,1,0,0,2,2,"denison","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"235","ARIAS,AVA, HEYER,ALLIE, OR,CATHERINE, PROUTY,ANNA, MATSKO,MEGAN","24 5 22 20 13",4,5,5,162,13,2,5,2,4,0,1,5,2,"denison","ARIAS,AVA HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE PROUTY,ANNA"
"236","ARIAS,AVA, HEYER,ALLIE, LAFOND,LIV, DELMORE,KAYLA, MATSKO,MEGAN","24 5 34 21 13",5,0,1,45,0,3,-6,2,3,0,2,2,2,"denison","ARIAS,AVA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV MATSKO,MEGAN"
"237","ARIAS,AVA, HEYER,ALLIE, LAFOND,LIV, DELMORE,KAYLA, OR,CATHERINE","24 5 34 21 22",5,8,8,274,12,9,-3,2,5,4,3,7,2,"denison","ARIAS,AVA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"238","CHINTALA,ANISHA, GIBBS,SAVANNAH, LAFOND,LIV, DELMORE,KAYLA, OR,CATHERINE","10 4 34 21 22",4,3,2,83,1,0,-6,1,2,0,2,5,3,"denison","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LAFOND,LIV OR,CATHERINE"
"239","CHINTALA,ANISHA, ARIAS,AVA, LAFOND,LIV, DELMORE,KAYLA, OR,CATHERINE","10 24 34 21 22",5,2,3,61,0,5,-7,2,3,2,4,5,3,"denison","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA LAFOND,LIV OR,CATHERINE"
"240","CHINTALA,ANISHA, HEYER,ALLIE, LAFOND,LIV, DELMORE,KAYLA, OR,CATHERINE","10 5 34 21 22",5,4,4,110,4,3,-2,3,4,0,2,5,3,"denison","CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"241","CHINTALA,ANISHA, HEYER,ALLIE, ARIAS,AVA, DELMORE,KAYLA, OR,CATHERINE","10 5 24 21 22",5,4,3,124,4,3,-3,1,3,0,2,5,3,"denison","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE OR,CATHERINE"
"242","LIGOTTI,PIPER, HEYER,ALLIE, ARIAS,AVA, DELMORE,KAYLA, LAFOND,LIV","3 5 24 21 34",5,2,2,80,0,0,-4,0,1,0,2,5,3,"denison","ARIAS,AVA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER"
"243","LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE, DELMORE,KAYLA, LAFOND,LIV","3 5 22 21 34",5,1,2,66,0,3,-4,2,2,0,1,2,3,"denison","DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"244","LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE, CHINTALA,ANISHA, LAFOND,LIV","3 5 22 10 34",5,5,3,150,7,0,-1,1,4,0,2,6,3,"denison","CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"245","LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE, CHINTALA,ANISHA, GIBBS,SAVANNAH","3 5 22 10 4",4,3,3,94,2,1,-8,1,3,2,2,5,4,"denison","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
