"","LINEUP (NAMES)","NUMBERS","NUMBER OF GUARDS","OPPONENT POSSESSIONS","CMU POSSESSIONS","LINEUP SECONDS","OPPONENT PTS","CMU PTS","SCORE DIFFERENTIAL WHEN ENTER","CMU 3PA","CMU FGA","CMU FTA","CMU REBOUNDS","TOTAL REBOUNDS","QUARTER","game_id","LINEUP_SORTED"
"331","LIGOTTI,PIPER, LAFOND,LIV, DELMORE,KAYLA, NAMBISAN,ISHA, GIBBS,SAVANNAH","3 34 21 23 4",4,1,0,12,0,0,-5,0,0,0,0,0,2,"grove city","DELMORE,KAYLA GIBBS,SAVANNAH LAFOND,LIV LIGOTTI,PIPER NAMBISAN,ISHA"
"332","LIGOTTI,PIPER, LAFOND,LIV, CHINTALA,ANISHA, NAMBISAN,ISHA, GIBBS,SAVANNAH","3 34 10 23 4",4,6,9,185,4,9,-5,2,9,1,5,12,2,"grove city","CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV LIGOTTI,PIPER NAMBISAN,ISHA"
"333","MATSKO,MEGAN, LAFOND,LIV, CHINTALA,ANISHA, NAMBISAN,ISHA, GIBBS,SAVANNAH","13 34 10 23 4",4,1,1,49,0,0,0,0,1,0,0,1,2,"grove city","CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV MATSKO,MEGAN NAMBISAN,ISHA"
"334","MATSKO,MEGAN, DELMORE,KAYLA, CHINTALA,ANISHA, NAMBISAN,ISHA, GIBBS,SAVANNAH","13 21 10 23 4",4,8,9,247,2,10,0,2,6,6,6,11,3,"grove city","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH MATSKO,MEGAN NAMBISAN,ISHA"
"335","MATSKO,MEGAN, DELMORE,KAYLA, CHINTALA,ANISHA, LIGOTTI,PIPER, GIBBS,SAVANNAH","13 21 10 3 4",4,3,2,103,0,3,8,0,1,3,2,3,3,"grove city","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER MATSKO,MEGAN"
"336","MATSKO,MEGAN, HEYER,ALLIE, CHINTALA,ANISHA, LIGOTTI,PIPER, GIBBS,SAVANNAH","13 5 10 3 4",4,1,1,16,2,2,11,0,1,0,0,0,3,"grove city","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER MATSKO,MEGAN"
"337","MATSKO,MEGAN, HEYER,ALLIE, CHINTALA,ANISHA, LIGOTTI,PIPER, LAFOND,LIV","13 5 10 3 34",5,2,3,98,3,0,11,3,4,0,3,5,3,"grove city","CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER MATSKO,MEGAN"
"338","MATSKO,MEGAN, HEYER,ALLIE, CHINTALA,ANISHA, DELMORE,KAYLA, LAFOND,LIV","13 5 10 21 34",5,1,3,42,1,2,8,0,2,0,0,1,3,"grove city","CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV MATSKO,MEGAN"
"339","ARIAS,AVA, HEYER,ALLIE, CHINTALA,ANISHA, DELMORE,KAYLA, GIBBS,SAVANNAH","24 5 10 21 4",4,2,2,50,2,0,9,1,1,0,1,2,3,"grove city","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE"
"340","MATSKO,MEGAN, HEYER,ALLIE, CHINTALA,ANISHA, DELMORE,KAYLA, GIBBS,SAVANNAH","13 5 10 21 4",4,1,1,43,0,0,7,1,2,0,2,4,3,"grove city","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN"
"341","MATSKO,MEGAN, NAMBISAN,ISHA, CHINTALA,ANISHA, DELMORE,KAYLA, GIBBS,SAVANNAH","13 23 10 21 4",4,3,4,143,6,3,7,1,4,1,1,5,4,"grove city","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH MATSKO,MEGAN NAMBISAN,ISHA"
"342","MATSKO,MEGAN, LIGOTTI,PIPER, CHINTALA,ANISHA, DELMORE,KAYLA, GIBBS,SAVANNAH","13 3 10 21 4",4,1,0,11,0,0,4,0,1,0,2,2,4,"grove city","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER MATSKO,MEGAN"
"343","HEYER,ALLIE, LIGOTTI,PIPER, CHINTALA,ANISHA, DELMORE,KAYLA, GIBBS,SAVANNAH","5 3 10 21 4",4,3,3,131,5,5,4,1,3,0,0,2,4,"grove city","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"344","HEYER,ALLIE, MATSKO,MEGAN, CHINTALA,ANISHA, DELMORE,KAYLA, GIBBS,SAVANNAH","5 13 10 21 4",4,12,13,315,8,16,4,0,8,8,6,8,4,"grove city","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN"
"345","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","3 4 10 22 24",4,6,5,218,10,0,0,2,5,0,1,7,1,"nyu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"346","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, ARIAS,AVA","3 4 10 21 24",4,2,2,43,3,0,-10,0,2,0,0,2,1,"nyu","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER"
"347","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","3 4 10 22 24",4,4,4,151,7,7,-13,1,4,0,1,4,1,"nyu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"348","HEYER,ALLIE, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","5 4 10 22 24",4,0,0,21,0,0,-13,0,0,0,0,0,1,"nyu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"349","HEYER,ALLIE, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, LAFOND,LIV","5 4 10 22 34",4,8,9,289,7,8,-13,5,6,2,4,9,1,"nyu","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"350","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, LAFOND,LIV","3 4 10 22 34",4,1,0,34,0,0,-12,1,1,0,2,2,2,"nyu","CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"351","LIGOTTI,PIPER, PROUTY,ANNA, CHINTALA,ANISHA, OR,CATHERINE, LAFOND,LIV","3 20 10 22 34",4,1,1,20,0,0,-12,1,1,0,0,1,2,"nyu","CHINTALA,ANISHA LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE PROUTY,ANNA"
"352","LIGOTTI,PIPER, PROUTY,ANNA, CHINTALA,ANISHA, DELMORE,KAYLA, LAFOND,LIV","3 20 10 21 34",4,4,5,138,9,5,-12,2,4,1,1,4,2,"nyu","CHINTALA,ANISHA DELMORE,KAYLA LAFOND,LIV LIGOTTI,PIPER PROUTY,ANNA"
"353","GIBBS,SAVANNAH, HEYER,ALLIE, CHINTALA,ANISHA, OR,CATHERINE, LAFOND,LIV","4 5 10 22 34",4,1,1,39,3,0,-16,0,2,0,1,1,2,"nyu","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"354","GIBBS,SAVANNAH, HEYER,ALLIE, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","4 5 10 22 24",4,1,1,50,2,2,-19,0,0,2,0,1,2,"nyu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"355","GIBBS,SAVANNAH, HEYER,ALLIE, CHINTALA,ANISHA, LIGOTTI,PIPER, ARIAS,AVA","4 5 10 3 24",4,8,7,197,6,5,-19,1,6,0,4,6,2,"nyu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"356","GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER, ARIAS,AVA","4 22 10 3 24",4,5,6,171,4,4,-20,0,5,0,3,6,3,"nyu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"357","PROUTY,ANNA, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER, ARIAS,AVA","20 22 10 3 24",4,2,2,53,3,3,-20,0,1,2,0,0,3,"nyu","ARIAS,AVA CHINTALA,ANISHA LIGOTTI,PIPER OR,CATHERINE PROUTY,ANNA"
"358","PROUTY,ANNA, OR,CATHERINE, CHINTALA,ANISHA, LIGOTTI,PIPER, HEYER,ALLIE","20 22 10 3 5",4,3,2,92,2,2,-20,2,5,0,2,5,3,"nyu","CHINTALA,ANISHA HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE PROUTY,ANNA"
"359","PROUTY,ANNA, OR,CATHERINE, CHINTALA,ANISHA, DELMORE,KAYLA, HEYER,ALLIE","20 22 10 21 5",4,6,6,175,11,6,-20,2,3,4,0,2,3,"nyu","CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE OR,CATHERINE PROUTY,ANNA"
"360","PROUTY,ANNA, ARIAS,AVA, CHINTALA,ANISHA, DELMORE,KAYLA, HEYER,ALLIE","20 24 10 21 5",4,3,2,82,4,3,-25,2,2,0,1,4,3,"nyu","ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE PROUTY,ANNA"
"361","PROUTY,ANNA, ARIAS,AVA, CHINTALA,ANISHA, LIGOTTI,PIPER, HEYER,ALLIE","20 24 10 3 5",4,3,3,77,0,2,-26,0,0,2,1,2,3,"nyu","ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE LIGOTTI,PIPER PROUTY,ANNA"
"362","OR,CATHERINE, ARIAS,AVA, GIBBS,SAVANNAH, LIGOTTI,PIPER, HEYER,ALLIE","22 24 4 3 5",4,3,2,105,3,5,-24,1,2,0,1,2,4,"nyu","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"363","OR,CATHERINE, CHINTALA,ANISHA, GIBBS,SAVANNAH, LIGOTTI,PIPER, HEYER,ALLIE","22 10 4 3 5",4,6,6,180,5,3,-22,4,7,0,2,7,4,"nyu","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"364","OR,CATHERINE, ARIAS,AVA, GIBBS,SAVANNAH, LIGOTTI,PIPER, HEYER,ALLIE","22 24 4 3 5",4,0,1,29,0,1,-24,0,0,2,0,0,4,"nyu","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"365","NAMBISAN,ISHA, ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, HEYER,ALLIE","23 24 4 10 5",4,2,1,59,0,2,-23,2,4,0,3,5,4,"nyu","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA"
"366","NAMBISAN,ISHA, ARIAS,AVA, PROUTY,ANNA, CHINTALA,ANISHA, HEYER,ALLIE","23 24 20 10 5",4,1,2,51,3,3,-21,1,1,0,1,1,4,"nyu","ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE NAMBISAN,ISHA PROUTY,ANNA"
"367","NAMBISAN,ISHA, ARIAS,AVA, PROUTY,ANNA, GLOWASKY,SAM, HEYER,ALLIE","23 24 20 11 5",4,5,5,126,8,0,-21,2,2,0,0,2,4,"nyu","ARIAS,AVA GLOWASKY,SAM HEYER,ALLIE NAMBISAN,ISHA PROUTY,ANNA"
"368","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","3 4 10 22 24",4,8,7,221,7,5,0,1,5,0,3,8,1,"nyu2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"369","LIGOTTI,PIPER, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, LAFOND,LIV","3 4 10 22 34",4,4,4,106,5,0,-2,1,2,0,0,4,1,"nyu2","CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"370","LIGOTTI,PIPER, GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, LAFOND,LIV","3 4 5 22 34",4,0,1,22,0,0,-7,0,0,0,0,0,1,"nyu2","GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"371","LIGOTTI,PIPER, GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, MATSKO,MEGAN","3 4 5 22 13",4,2,1,63,2,0,-7,0,1,0,0,1,1,"nyu2","GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE"
"372","DELMORE,KAYLA, GIBBS,SAVANNAH, HEYER,ALLIE, OR,CATHERINE, MATSKO,MEGAN","21 4 5 22 13",4,1,1,34,2,0,-9,0,1,0,0,2,1,"nyu2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"373","DELMORE,KAYLA, BLACK,AVA, HEYER,ALLIE, CHINTALA,ANISHA, MATSKO,MEGAN","21 1 5 10 13",4,1,2,65,0,0,-11,1,1,0,1,2,1,"nyu2","BLACK,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE MATSKO,MEGAN"
"374","DELMORE,KAYLA, BLACK,AVA, HEYER,ALLIE, OR,CATHERINE, MATSKO,MEGAN","21 1 5 22 13",4,3,2,89,5,0,-11,2,2,0,0,3,1,"nyu2","BLACK,AVA DELMORE,KAYLA HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"375","CHINTALA,ANISHA, LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE, ARIAS,AVA","10 3 4 22 24",4,0,0,0,0,0,-16,0,0,0,0,0,1,"nyu2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"376","HEYER,ALLIE, LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE, ARIAS,AVA","5 3 4 22 24",4,1,2,53,0,2,-16,2,6,2,6,7,2,"nyu2","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"377","HEYER,ALLIE, LIGOTTI,PIPER, BLACK,AVA, OR,CATHERINE, ARIAS,AVA","5 3 1 22 24",4,2,3,94,3,2,-14,1,2,2,2,3,2,"nyu2","ARIAS,AVA BLACK,AVA HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"378","HEYER,ALLIE, CHINTALA,ANISHA, GIBBS,SAVANNAH, OR,CATHERINE, ARIAS,AVA","5 10 4 22 24",4,3,2,113,5,5,-15,1,4,0,3,4,2,"nyu2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"379","HEYER,ALLIE, CHINTALA,ANISHA, GIBBS,SAVANNAH, OR,CATHERINE, LIGOTTI,PIPER","5 10 4 22 3",4,0,1,22,0,0,-15,0,0,0,0,1,2,"nyu2","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"380","HEYER,ALLIE, CHINTALA,ANISHA, GIBBS,SAVANNAH, DELMORE,KAYLA, LIGOTTI,PIPER","5 10 4 21 3",4,4,4,110,7,2,-15,1,2,0,1,2,2,"nyu2","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER"
"381","HEYER,ALLIE, CHINTALA,ANISHA, OR,CATHERINE, LAFOND,LIV, LIGOTTI,PIPER","5 10 22 34 3",5,2,1,64,0,0,-20,0,1,0,0,2,2,"nyu2","CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"382","HEYER,ALLIE, DELMORE,KAYLA, OR,CATHERINE, LAFOND,LIV, LIGOTTI,PIPER","5 21 22 34 3",5,2,2,82,3,0,-20,0,3,0,2,4,2,"nyu2","DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"383","HEYER,ALLIE, DELMORE,KAYLA, OR,CATHERINE, BLACK,AVA, LIGOTTI,PIPER","5 21 22 1 3",4,2,3,62,3,5,-23,2,3,0,0,1,2,"nyu2","BLACK,AVA DELMORE,KAYLA HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"384","CHINTALA,ANISHA, ARIAS,AVA, OR,CATHERINE, GIBBS,SAVANNAH, LIGOTTI,PIPER","10 24 22 4 3",4,6,6,222,2,5,-21,1,7,0,3,5,3,"nyu2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE"
"385","CHINTALA,ANISHA, HEYER,ALLIE, OR,CATHERINE, GIBBS,SAVANNAH, LIGOTTI,PIPER","10 5 22 4 3",4,2,3,62,2,3,-18,0,2,2,0,1,3,"nyu2","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"386","CHINTALA,ANISHA, HEYER,ALLIE, OR,CATHERINE, LAFOND,LIV, LIGOTTI,PIPER","10 5 22 34 3",5,2,1,71,4,0,-17,0,0,0,0,0,3,"nyu2","CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE"
"387","CHINTALA,ANISHA, HEYER,ALLIE, OR,CATHERINE, DELMORE,KAYLA, GIBBS,SAVANNAH","10 5 22 21 4",4,3,4,130,2,4,-21,0,3,0,1,3,3,"nyu2","CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"388","LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE, DELMORE,KAYLA, GIBBS,SAVANNAH","3 5 22 21 4",4,2,1,31,5,0,-19,0,0,0,0,0,3,"nyu2","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"389","LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE, ARIAS,AVA, GIBBS,SAVANNAH","3 5 22 24 4",4,2,3,99,0,3,-24,0,0,4,1,2,3,"nyu2","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"390","LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE, ARIAS,AVA, BLACK,AVA","3 5 22 24 1",4,3,2,81,2,0,-21,1,1,0,0,2,4,"nyu2","ARIAS,AVA BLACK,AVA HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"391","CHINTALA,ANISHA, HEYER,ALLIE, OR,CATHERINE, ARIAS,AVA, BLACK,AVA","10 5 22 24 1",4,1,1,37,2,0,-23,1,1,0,1,1,4,"nyu2","ARIAS,AVA BLACK,AVA CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE"
"392","CHINTALA,ANISHA, HEYER,ALLIE, OR,CATHERINE, LAFOND,LIV, ARIAS,AVA","10 5 22 34 24",5,2,2,95,4,4,-25,0,2,0,0,3,4,"nyu2","ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"393","CHINTALA,ANISHA, HEYER,ALLIE, OR,CATHERINE, LAFOND,LIV, MATSKO,MEGAN","10 5 22 34 13",5,4,3,125,2,5,-25,1,3,0,3,3,4,"nyu2","CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV MATSKO,MEGAN OR,CATHERINE"
"394","CHINTALA,ANISHA, HEYER,ALLIE, OR,CATHERINE, GIBBS,SAVANNAH, MATSKO,MEGAN","10 5 22 4 13",4,0,2,42,2,0,-22,1,2,0,0,1,4,"nyu2","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN OR,CATHERINE"
"395","CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, MATSKO,MEGAN","10 23 22 4 13",4,2,1,46,2,2,-24,0,2,0,2,2,4,"nyu2","CHINTALA,ANISHA GIBBS,SAVANNAH MATSKO,MEGAN NAMBISAN,ISHA OR,CATHERINE"
"396","CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE, HEYER,ALLIE, MATSKO,MEGAN","10 23 22 5 13",5,1,1,23,0,3,-24,1,1,0,0,0,4,"nyu2","CHINTALA,ANISHA HEYER,ALLIE MATSKO,MEGAN NAMBISAN,ISHA OR,CATHERINE"
"397","GIBBS,SAVANNAH, NAMBISAN,ISHA, OR,CATHERINE, HEYER,ALLIE, MATSKO,MEGAN","4 23 22 5 13",4,3,4,136,5,4,-21,4,6,0,3,4,4,"nyu2","GIBBS,SAVANNAH HEYER,ALLIE MATSKO,MEGAN NAMBISAN,ISHA OR,CATHERINE"
"398","GIBBS,SAVANNAH, CHINTALA,ANISHA, MATSKO,MEGAN, OR,CATHERINE, LAFOND,LIV","4 10 13 22 34",4,10,10,385,9,10,0,4,11,0,9,11,1,"pitt.-greensburg","CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV MATSKO,MEGAN OR,CATHERINE"
"399","GIBBS,SAVANNAH, CHINTALA,ANISHA, HEYER,ALLIE, NAMBISAN,ISHA, LAFOND,LIV","4 10 5 23 34",4,3,4,133,0,7,1,1,3,0,2,2,1,"pitt.-greensburg","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV NAMBISAN,ISHA"
"400","GIBBS,SAVANNAH, CHINTALA,ANISHA, HEYER,ALLIE, NAMBISAN,ISHA, ARIAS,AVA","4 10 5 23 24",4,3,3,80,3,2,8,2,3,0,3,4,1,"pitt.-greensburg","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA"
"401","PROUTY,ANNA, CHINTALA,ANISHA, HEYER,ALLIE, NAMBISAN,ISHA, ARIAS,AVA","20 10 5 23 24",4,0,0,2,0,0,7,0,0,0,0,0,1,"pitt.-greensburg","ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE NAMBISAN,ISHA PROUTY,ANNA"
"402","PROUTY,ANNA, OR,CATHERINE, HEYER,ALLIE, NAMBISAN,ISHA, ARIAS,AVA","20 22 5 23 24",4,1,1,35,0,0,7,1,1,0,1,2,2,"pitt.-greensburg","ARIAS,AVA HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA"
"403","PROUTY,ANNA, OR,CATHERINE, HEYER,ALLIE, LIGOTTI,PIPER, ARIAS,AVA","20 22 5 3 24",4,4,4,105,2,0,7,0,4,0,2,5,2,"pitt.-greensburg","ARIAS,AVA HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE PROUTY,ANNA"
"404","PROUTY,ANNA, OR,CATHERINE, MATSKO,MEGAN, LIGOTTI,PIPER, ARIAS,AVA","20 22 13 3 24",4,2,1,59,2,2,5,0,1,0,0,0,2,"pitt.-greensburg","ARIAS,AVA LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE PROUTY,ANNA"
"405","PROUTY,ANNA, OR,CATHERINE, MATSKO,MEGAN, LIGOTTI,PIPER, LAFOND,LIV","20 22 13 3 34",4,4,4,111,2,3,5,3,6,0,4,7,2,"pitt.-greensburg","LAFOND,LIV LIGOTTI,PIPER MATSKO,MEGAN OR,CATHERINE PROUTY,ANNA"
"406","PROUTY,ANNA, CHINTALA,ANISHA, MATSKO,MEGAN, LIGOTTI,PIPER, LAFOND,LIV","20 10 13 3 34",4,3,3,93,2,3,6,0,1,2,0,2,2,"pitt.-greensburg","CHINTALA,ANISHA LAFOND,LIV LIGOTTI,PIPER MATSKO,MEGAN PROUTY,ANNA"
"407","OR,CATHERINE, CHINTALA,ANISHA, HEYER,ALLIE, GIBBS,SAVANNAH, LAFOND,LIV","22 10 5 4 34",4,5,6,197,0,10,7,0,6,3,5,6,2,"pitt.-greensburg","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"408","OR,CATHERINE, CHINTALA,ANISHA, MATSKO,MEGAN, GIBBS,SAVANNAH, LAFOND,LIV","22 10 13 4 34",4,5,6,204,4,6,17,1,4,2,4,5,3,"pitt.-greensburg","CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV MATSKO,MEGAN OR,CATHERINE"
"409","HEYER,ALLIE, CHINTALA,ANISHA, MATSKO,MEGAN, GIBBS,SAVANNAH, LAFOND,LIV","5 10 13 4 34",4,3,3,94,5,8,19,2,3,0,1,1,3,"pitt.-greensburg","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV MATSKO,MEGAN"
"410","HEYER,ALLIE, CHINTALA,ANISHA, MATSKO,MEGAN, PROUTY,ANNA, LAFOND,LIV","5 10 13 20 34",4,1,0,21,0,0,22,0,0,0,1,1,3,"pitt.-greensburg","CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV MATSKO,MEGAN PROUTY,ANNA"
"411","HEYER,ALLIE, CHINTALA,ANISHA, MATSKO,MEGAN, PROUTY,ANNA, ARIAS,AVA","5 10 13 20 24",4,3,3,74,2,2,22,1,3,0,1,3,3,"pitt.-greensburg","ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE MATSKO,MEGAN PROUTY,ANNA"
"412","HEYER,ALLIE, DELMORE,KAYLA, MATSKO,MEGAN, PROUTY,ANNA, ARIAS,AVA","5 21 13 20 24",4,1,0,46,0,0,22,0,0,0,1,2,3,"pitt.-greensburg","ARIAS,AVA DELMORE,KAYLA HEYER,ALLIE MATSKO,MEGAN PROUTY,ANNA"
"413","HEYER,ALLIE, DELMORE,KAYLA, LIGOTTI,PIPER, PROUTY,ANNA, ARIAS,AVA","5 21 3 20 24",4,1,2,57,2,3,22,1,1,0,0,0,3,"pitt.-greensburg","ARIAS,AVA DELMORE,KAYLA HEYER,ALLIE LIGOTTI,PIPER PROUTY,ANNA"
"414","HEYER,ALLIE, DELMORE,KAYLA, LIGOTTI,PIPER, PROUTY,ANNA, GIBBS,SAVANNAH","5 21 3 20 4",3,6,7,217,2,8,23,4,7,2,6,8,3,"pitt.-greensburg","DELMORE,KAYLA GIBBS,SAVANNAH HEYER,ALLIE LIGOTTI,PIPER PROUTY,ANNA"
"415","OR,CATHERINE, DELMORE,KAYLA, LIGOTTI,PIPER, PROUTY,ANNA, GIBBS,SAVANNAH","22 21 3 20 4",3,2,1,74,0,2,29,0,1,0,2,2,4,"pitt.-greensburg","DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE PROUTY,ANNA"
