"","LINEUP (NAMES)","NUMBERS","NUMBER OF GUARDS","OPPONENT POSSESSIONS","CMU POSSESSIONS","LINEUP SECONDS","OPPONENT PTS","CMU PTS","SCORE DIFFERENTIAL WHEN ENTER","CMU 3PA","CMU FGA","CMU FTA","CMU REBOUNDS","TOTAL REBOUNDS","QUARTER","game_id","LINEUP_SORTED"
"83","PROUTY,ANNA, BANEY,PAYTON, TIMKO,NICOLE, NAMBISAN,ISHA, OR,CATHERINE","11 15 24 33 22",3,4,3,160,2,5,8,1,3,0,3,4,3,"brandeis2","BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"84","GIBBS,SAVANNAH, BANEY,PAYTON, TIMKO,NICOLE, NAMBISAN,ISHA, OR,CATHERINE","4 15 24 33 22",3,2,2,54,0,3,11,1,2,1,0,1,4,"brandeis2","BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"85","GIBBS,SAVANNAH, LAFOND,LIV, TIMKO,NICOLE, NAMBISAN,ISHA, OR,CATHERINE","4 43 24 33 22",3,2,3,96,5,4,14,0,3,0,0,2,4,"brandeis2","GIBBS,SAVANNAH LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"86","GIBBS,SAVANNAH, LAFOND,LIV, HEYER,ALLIE, CHINTALA,ANISHA, OR,CATHERINE","4 43 5 10 22",3,3,2,72,2,0,13,1,1,0,1,2,4,"brandeis2","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE LAFOND,LIV OR,CATHERINE"
"87","GIBBS,SAVANNAH, BANEY,PAYTON, HEYER,ALLIE, CHINTALA,ANISHA, OR,CATHERINE","4 15 5 10 22",3,2,3,126,5,2,11,0,1,0,0,1,4,"brandeis2","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"88","GIBBS,SAVANNAH, BANEY,PAYTON, KATZ,JUSTINE, CHINTALA,ANISHA, OR,CATHERINE","4 15 2 10 22",3,2,2,62,1,1,8,0,1,2,1,2,4,"brandeis2","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH KATZ,JUSTINE OR,CATHERINE"
"89","GIBBS,SAVANNAH, TIMKO,NICOLE, KATZ,JUSTINE, CHINTALA,ANISHA, OR,CATHERINE","4 24 2 10 22",4,2,2,53,0,2,8,0,0,4,1,3,4,"brandeis2","CHINTALA,ANISHA GIBBS,SAVANNAH KATZ,JUSTINE OR,CATHERINE TIMKO,NICOLE"
"90","GIBBS,SAVANNAH, TIMKO,NICOLE, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE","4 24 15 10 22",3,1,0,8,2,0,10,0,0,0,0,0,4,"brandeis2","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"91","KATZ,JUSTINE, TIMKO,NICOLE, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE","2 24 33 10 22",5,0,1,4,0,2,8,0,0,2,0,0,4,"brandeis2","CHINTALA,ANISHA KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"92","BANEY,PAYTON, GIBBS,SAVANNAH, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE","15 4 33 10 22",3,2,1,28,0,1,10,0,0,2,1,2,4,"brandeis2","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"93","TIMKO,NICOLE, KATZ,JUSTINE, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE","24 2 33 10 22",5,0,1,1,0,2,11,0,0,2,0,0,4,"brandeis2","CHINTALA,ANISHA KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"94","BANEY,PAYTON, GIBBS,SAVANNAH, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE","15 4 33 10 22",3,1,0,11,2,0,13,0,0,0,0,2,4,"brandeis2","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"95","TIMKO,NICOLE, KATZ,JUSTINE, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE","24 2 33 10 22",5,0,0,14,0,0,11,0,0,0,0,0,4,"brandeis2","CHINTALA,ANISHA KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"96","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","15 4 10 22 33",3,6,6,179,7,5,0,1,5,2,4,6,1,"bridgewater st.","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"97","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","23 4 10 22 33",4,1,2,71,1,5,-2,1,2,0,0,0,1,"bridgewater st.","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"98","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","23 4 10 22 24",4,3,3,107,0,5,2,0,3,2,2,2,1,"bridgewater st.","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"99","ARIAS,AVA, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","23 15 10 22 24",4,2,1,62,2,0,7,0,0,0,1,1,1,"bridgewater st.","ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA OR,CATHERINE TIMKO,NICOLE"
"100","ARIAS,AVA, BANEY,PAYTON, CHINTALA,ANISHA, PROUTY,ANNA, TIMKO,NICOLE","23 15 10 11 24",3,3,3,88,5,0,5,1,3,0,1,3,1,"bridgewater st.","ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA PROUTY,ANNA TIMKO,NICOLE"
"101","NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE, PROUTY,ANNA, TIMKO,NICOLE","33 15 22 11 24",3,2,3,93,0,8,0,3,4,0,3,3,1,"bridgewater st.","BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"102","NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE","33 15 22 4 24",3,2,1,80,2,1,8,1,1,2,1,2,2,"bridgewater st.","BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"103","NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","33 15 22 4 10",3,0,1,14,0,0,7,0,1,0,0,1,2,"bridgewater st.","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"104","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","33 23 22 4 10",4,3,3,88,3,0,7,0,0,0,2,2,2,"bridgewater st.","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"105","NAMBISAN,ISHA, TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","33 24 22 4 10",4,3,2,116,2,2,4,1,2,0,2,3,2,"bridgewater st.","CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"106","HEYER,ALLIE, TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","5 24 22 4 10",4,4,4,140,4,0,4,1,3,0,3,5,2,"bridgewater st.","CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"107","NAMBISAN,ISHA, TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, ARIAS,AVA","33 24 22 4 23",4,2,2,46,2,0,0,0,0,0,1,1,2,"bridgewater st.","ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"108","NAMBISAN,ISHA, TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON","33 24 22 4 15",3,2,3,116,0,2,-2,0,1,0,1,1,2,"bridgewater st.","BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"109","NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON","33 10 22 4 15",3,6,5,186,7,2,0,1,2,0,3,7,3,"bridgewater st.","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"110","TIMKO,NICOLE, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON","24 10 22 4 15",3,6,6,201,2,8,-5,2,3,4,3,3,3,"bridgewater st.","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"111","NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON","33 10 22 4 15",3,4,4,110,2,2,1,2,3,0,3,4,3,"bridgewater st.","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"112","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE","33 23 22 4 24",4,2,3,76,0,4,1,0,1,2,1,1,3,"bridgewater st.","ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"113","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, GIBBS,SAVANNAH, HEYER,ALLIE","33 23 22 4 5",4,2,1,22,2,0,5,0,0,0,1,1,3,"bridgewater st.","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE"
"114","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, TIMKO,NICOLE, HEYER,ALLIE","33 23 22 24 5",5,0,1,5,0,0,3,1,1,0,0,0,3,"bridgewater st.","ARIAS,AVA HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"115","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, TIMKO,NICOLE, CHINTALA,ANISHA","33 23 22 24 10",5,0,0,26,0,0,3,0,0,0,0,1,4,"bridgewater st.","ARIAS,AVA CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"116","NAMBISAN,ISHA, GIBBS,SAVANNAH, OR,CATHERINE, TIMKO,NICOLE, CHINTALA,ANISHA","33 4 22 24 10",4,6,5,199,5,10,3,1,5,4,3,6,4,"bridgewater st.","CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"117","NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE, TIMKO,NICOLE, ARIAS,AVA","33 15 22 24 23",4,3,4,66,0,5,8,0,1,4,2,3,4,"bridgewater st.","ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"118","NAMBISAN,ISHA, BANEY,PAYTON, CHINTALA,ANISHA, TIMKO,NICOLE, ARIAS,AVA","33 15 10 24 23",4,2,1,56,5,0,13,0,0,0,0,1,4,"bridgewater st.","ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA TIMKO,NICOLE"
"119","NAMBISAN,ISHA, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH","33 15 10 22 4",3,5,6,198,0,4,8,1,5,4,4,7,4,"bridgewater st.","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"120","NAMBISAN,ISHA, TIMKO,NICOLE, CHINTALA,ANISHA, OR,CATHERINE, KATZ,JUSTINE","33 24 10 22 2",5,1,1,9,3,2,12,0,0,2,0,0,4,"bridgewater st.","CHINTALA,ANISHA KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"121","NAMBISAN,ISHA, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH","33 15 10 22 4",3,1,0,12,2,0,11,0,0,0,0,0,4,"bridgewater st.","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"122","NAMBISAN,ISHA, TIMKO,NICOLE, CHINTALA,ANISHA, OR,CATHERINE, KATZ,JUSTINE","33 24 10 22 2",5,0,1,9,0,2,9,0,0,2,0,0,4,"bridgewater st.","CHINTALA,ANISHA KATZ,JUSTINE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"123","NAMBISAN,ISHA, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH","33 15 10 22 4",3,1,1,19,2,2,11,0,0,2,0,0,4,"bridgewater st.","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"124","NAMBISAN,ISHA, LAFOND,LIV, CHINTALA,ANISHA, OR,CATHERINE, PEPER,ANYA","33 43 10 22 14",4,1,0,6,0,0,11,0,0,0,0,0,4,"bridgewater st.","CHINTALA,ANISHA LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"125","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","4 10 22 23 33",4,9,9,264,2,8,0,2,7,2,5,9,1,"carlow","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"126","BANEY,PAYTON, TIMKO,NICOLE, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","15 24 22 23 33",4,10,10,301,0,14,6,2,8,0,8,10,1,"carlow","ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"127","BANEY,PAYTON, TIMKO,NICOLE, LIGOTTI,PIPER, HEYER,ALLIE, CHINTALA,ANISHA","15 24 3 5 10",4,4,4,132,2,6,20,1,4,0,4,5,1,"carlow","BANEY,PAYTON CHINTALA,ANISHA HEYER,ALLIE LIGOTTI,PIPER TIMKO,NICOLE"
"128","BANEY,PAYTON, NAMBISAN,ISHA, LIGOTTI,PIPER, HEYER,ALLIE, OR,CATHERINE","15 33 3 5 22",4,3,4,109,3,2,24,2,3,2,1,4,2,"carlow","BANEY,PAYTON HEYER,ALLIE LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE"
"129","DELMORE,KAYLA, NAMBISAN,ISHA, LIGOTTI,PIPER, GIBBS,SAVANNAH, OR,CATHERINE","21 33 3 4 22",4,2,1,50,0,0,23,1,1,0,2,3,2,"carlow","DELMORE,KAYLA GIBBS,SAVANNAH LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE"
"130","DELMORE,KAYLA, NAMBISAN,ISHA, PEPER,ANYA, GIBBS,SAVANNAH, OR,CATHERINE","21 33 14 4 22",4,4,5,115,5,5,23,2,6,1,2,5,2,"carlow","DELMORE,KAYLA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"131","DELMORE,KAYLA, LAFOND,LIV, PEPER,ANYA, GIBBS,SAVANNAH, OR,CATHERINE","21 43 14 4 22",3,4,3,101,2,4,23,0,2,0,3,3,2,"carlow","DELMORE,KAYLA GIBBS,SAVANNAH LAFOND,LIV OR,CATHERINE PEPER,ANYA"
"132","DELMORE,KAYLA, LAFOND,LIV, PEPER,ANYA, GIBBS,SAVANNAH, KATZ,JUSTINE","21 43 14 4 2",3,4,4,128,2,0,25,1,4,0,3,7,2,"carlow","DELMORE,KAYLA GIBBS,SAVANNAH KATZ,JUSTINE LAFOND,LIV PEPER,ANYA"
"133","ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE, BANEY,PAYTON, CHINTALA,ANISHA","23 33 22 15 10",4,11,12,356,6,17,23,3,9,7,4,8,3,"carlow","ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"134","GIBBS,SAVANNAH, TIMKO,NICOLE, OR,CATHERINE, LIGOTTI,PIPER, CHINTALA,ANISHA","4 24 22 3 10",4,8,7,232,12,10,34,3,8,0,4,6,3,"carlow","CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE"
"135","HEYER,ALLIE, TIMKO,NICOLE, OR,CATHERINE, LIGOTTI,PIPER, LAFOND,LIV","5 24 22 3 43",4,1,1,12,0,2,32,0,1,0,2,2,3,"carlow","HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE"
"136","HEYER,ALLIE, TIMKO,NICOLE, DELMORE,KAYLA, LIGOTTI,PIPER, LAFOND,LIV","5 24 21 3 43",4,3,3,95,2,4,34,1,3,4,3,5,4,"carlow","DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER TIMKO,NICOLE"
"137","HEYER,ALLIE, PEPER,ANYA, DELMORE,KAYLA, LIGOTTI,PIPER, LAFOND,LIV","5 14 21 3 43",4,2,3,111,2,2,36,1,3,0,1,3,4,"carlow","DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA"
"138","HEYER,ALLIE, PEPER,ANYA, DELMORE,KAYLA, KATZ,JUSTINE, LAFOND,LIV","5 14 21 2 43",4,5,5,164,0,7,36,0,5,1,4,6,4,"carlow","DELMORE,KAYLA HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV PEPER,ANYA"
"139","LIGOTTI,PIPER, PEPER,ANYA, DELMORE,KAYLA, KATZ,JUSTINE, LAFOND,LIV","3 14 21 2 43",4,9,8,230,7,11,43,3,6,2,2,7,4,"carlow","DELMORE,KAYLA KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA"
"140","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","4 10 22 23 33",4,6,6,213,7,0,0,1,3,0,3,5,1,"case western reserve","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"141","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, BANEY,PAYTON, TIMKO,NICOLE","4 10 22 15 24",3,6,5,160,5,5,-7,1,4,2,1,3,1,"case western reserve","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"142","GIBBS,SAVANNAH, CHINTALA,ANISHA, DELMORE,KAYLA, BANEY,PAYTON, TIMKO,NICOLE","4 10 21 15 24",3,2,2,65,4,2,-7,0,2,0,0,1,1,"case western reserve","BANEY,PAYTON CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH TIMKO,NICOLE"
"143","NAMBISAN,ISHA, CHINTALA,ANISHA, DELMORE,KAYLA, BANEY,PAYTON, TIMKO,NICOLE","33 10 21 15 24",4,2,3,47,0,0,-9,0,2,0,2,4,1,"case western reserve","BANEY,PAYTON CHINTALA,ANISHA DELMORE,KAYLA NAMBISAN,ISHA TIMKO,NICOLE"
"144","NAMBISAN,ISHA, OR,CATHERINE, DELMORE,KAYLA, BANEY,PAYTON, TIMKO,NICOLE","33 22 21 15 24",4,1,0,25,2,0,-9,0,0,0,0,1,1,"case western reserve","BANEY,PAYTON DELMORE,KAYLA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"145","NAMBISAN,ISHA, OR,CATHERINE, ARIAS,AVA, BANEY,PAYTON, TIMKO,NICOLE","33 22 23 15 24",4,0,1,34,0,0,-11,0,0,0,0,1,1,"case western reserve","ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"146","NAMBISAN,ISHA, OR,CATHERINE, ARIAS,AVA, BANEY,PAYTON, CHINTALA,ANISHA","33 22 23 15 10",4,2,2,36,0,1,-11,0,0,2,1,1,1,"case western reserve","ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"147","PEPER,ANYA, OR,CATHERINE, ARIAS,AVA, BANEY,PAYTON, CHINTALA,ANISHA","14 22 23 15 10",4,1,0,11,1,0,-10,0,0,0,0,0,1,"case western reserve","ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA OR,CATHERINE PEPER,ANYA"
"148","NAMBISAN,ISHA, OR,CATHERINE, ARIAS,AVA, BANEY,PAYTON, CHINTALA,ANISHA","33 22 23 15 10",4,0,1,9,0,0,-11,1,1,0,0,1,1,"case western reserve","ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"149","NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON, CHINTALA,ANISHA","33 22 4 15 10",3,2,3,113,2,4,-11,1,4,0,2,4,2,"case western reserve","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"150","NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON, TIMKO,NICOLE","33 22 4 15 24",3,4,4,162,0,5,-9,2,3,0,0,3,2,"case western reserve","BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"151","NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON, PEPER,ANYA","33 22 4 15 14",3,4,3,124,9,5,-4,1,2,0,1,2,2,"case western reserve","BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"152","NAMBISAN,ISHA, OR,CATHERINE, PROUTY,ANNA, ARIAS,AVA, PEPER,ANYA","33 22 11 23 14",4,5,5,173,3,2,-8,1,5,0,3,8,2,"case western reserve","ARIAS,AVA NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA PROUTY,ANNA"
"153","NAMBISAN,ISHA, OR,CATHERINE, BANEY,PAYTON, ARIAS,AVA, PEPER,ANYA","33 22 15 23 14",4,0,1,14,0,0,-9,0,0,0,0,0,2,"case western reserve","ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"154","NAMBISAN,ISHA, OR,CATHERINE, BANEY,PAYTON, PROUTY,ANNA, PEPER,ANYA","33 22 15 11 14",3,1,0,14,0,0,-9,0,0,0,1,1,2,"case western reserve","BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA PROUTY,ANNA"
"155","NAMBISAN,ISHA, OR,CATHERINE, ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA","33 22 23 4 10",4,2,1,50,2,2,-9,0,1,0,1,1,3,"case western reserve","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"156","NAMBISAN,ISHA, OR,CATHERINE, ARIAS,AVA, GIBBS,SAVANNAH, TIMKO,NICOLE","33 22 23 4 24",4,5,6,236,4,10,-9,3,5,0,2,3,3,"case western reserve","ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"157","NAMBISAN,ISHA, OR,CATHERINE, BANEY,PAYTON, GIBBS,SAVANNAH, TIMKO,NICOLE","33 22 15 4 24",3,3,3,97,0,7,-3,2,4,1,2,3,3,"case western reserve","BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"158","NAMBISAN,ISHA, OR,CATHERINE, BANEY,PAYTON, PEPER,ANYA, TIMKO,NICOLE","33 22 15 14 24",4,5,4,147,7,0,4,2,2,0,1,3,3,"case western reserve","BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA TIMKO,NICOLE"
"159","NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, PEPER,ANYA, CHINTALA,ANISHA","33 22 4 14 10",4,1,1,28,3,1,-3,0,0,2,0,1,3,"case western reserve","CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"160","NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE, ARIAS,AVA","33 22 4 24 23",4,2,3,112,0,5,-5,2,3,0,0,4,3,"case western reserve","ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"161","NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA, ARIAS,AVA","33 22 4 10 23",4,2,2,71,3,3,0,1,1,0,1,1,4,"case western reserve","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"162","NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA, BANEY,PAYTON","33 22 4 10 15",3,3,3,115,5,4,0,1,1,2,1,2,4,"case western reserve","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"163","TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA, BANEY,PAYTON","24 22 4 10 15",3,9,7,314,4,11,-1,0,5,5,3,6,4,"case western reserve","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"164","TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA, NAMBISAN,ISHA","24 22 4 10 33",4,3,2,30,2,2,6,0,0,5,1,4,4,"case western reserve","CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"165","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","15 4 10 22 33",3,6,7,274,10,5,0,0,6,2,3,12,1,"case western reserve2","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"166","BANEY,PAYTON, ARIAS,AVA, CHINTALA,ANISHA, TIMKO,NICOLE, NAMBISAN,ISHA","15 23 10 24 33",4,5,4,144,3,4,-5,2,6,0,3,6,1,"case western reserve2","ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA TIMKO,NICOLE"
"167","GIBBS,SAVANNAH, ARIAS,AVA, CHINTALA,ANISHA, TIMKO,NICOLE, OR,CATHERINE","4 23 10 24 22",4,4,4,141,0,4,-4,1,4,0,3,6,1,"case western reserve2","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
