"","LINEUP (NAMES)","NUMBERS","NUMBER OF GUARDS","OPPONENT POSSESSIONS","CMU POSSESSIONS","LINEUP SECONDS","OPPONENT PTS","CMU PTS","SCORE DIFFERENTIAL WHEN ENTER","CMU 3PA","CMU FGA","CMU FTA","CMU REBOUNDS","TOTAL REBOUNDS","QUARTER","game_id","LINEUP_SORTED"
"567","GIBBS,SAVANNAH, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE, ARIAS,AVA","4 10 33 22 23",4,5,5,154,1,9,9,2,4,2,4,4,3,"wis.-eau claire","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"568","GIBBS,SAVANNAH, HEYER,ALLIE, NAMBISAN,ISHA, OR,CATHERINE, ARIAS,AVA","4 5 33 22 23",4,4,4,128,6,6,17,2,4,0,2,4,4,"wis.-eau claire","ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE"
"569","CHINTALA,ANISHA, BANEY,PAYTON, TIMKO,NICOLE, OR,CATHERINE, ARIAS,AVA","10 15 24 22 23",4,6,5,214,3,7,17,1,6,0,5,7,4,"wis.-eau claire","ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA OR,CATHERINE TIMKO,NICOLE"
"570","CHINTALA,ANISHA, BANEY,PAYTON, TIMKO,NICOLE, OR,CATHERINE, LIGOTTI,PIPER","10 15 24 22 3",4,1,2,52,0,5,21,1,1,2,0,0,4,"wis.-eau claire","BANEY,PAYTON CHINTALA,ANISHA LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE"
"571","CHINTALA,ANISHA, BANEY,PAYTON, TIMKO,NICOLE, DELMORE,KAYLA, LIGOTTI,PIPER","10 15 24 21 3",4,2,1,70,2,2,26,1,2,1,2,3,4,"wis.-eau claire","BANEY,PAYTON CHINTALA,ANISHA DELMORE,KAYLA LIGOTTI,PIPER TIMKO,NICOLE"
"572","KATZ,JUSTINE, PEPER,ANYA, LAFOND,LIV, DELMORE,KAYLA, LIGOTTI,PIPER","2 14 43 21 3",4,3,3,79,5,2,26,0,1,1,0,1,4,"wis.-eau claire","DELMORE,KAYLA KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA"
"573","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","4 10 22 23 33",4,10,9,319,11,8,0,2,8,0,3,8,1,"wooster","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"574","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE, NAMBISAN,ISHA","15 10 22 24 33",4,4,5,126,4,6,-3,0,3,0,2,3,1,"wooster","BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"575","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE, GIBBS,SAVANNAH","15 10 22 24 4",3,4,6,208,3,4,-1,0,5,2,3,4,1,"wooster","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"576","BANEY,PAYTON, NAMBISAN,ISHA, OR,CATHERINE, TIMKO,NICOLE, GIBBS,SAVANNAH","15 33 22 24 4",3,1,1,31,0,0,0,0,1,2,1,1,2,"wooster","BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"577","PEPER,ANYA, NAMBISAN,ISHA, OR,CATHERINE, TIMKO,NICOLE, GIBBS,SAVANNAH","14 33 22 24 4",4,5,4,172,0,7,0,3,7,2,6,9,2,"wooster","GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA TIMKO,NICOLE"
"578","PEPER,ANYA, ARIAS,AVA, OR,CATHERINE, TIMKO,NICOLE, GIBBS,SAVANNAH","14 23 22 24 4",4,2,1,45,2,2,7,0,1,0,1,1,2,"wooster","ARIAS,AVA GIBBS,SAVANNAH OR,CATHERINE PEPER,ANYA TIMKO,NICOLE"
"579","BANEY,PAYTON, NAMBISAN,ISHA, DELMORE,KAYLA, TIMKO,NICOLE, GIBBS,SAVANNAH","15 33 21 24 4",3,2,2,44,2,0,7,1,2,0,2,3,2,"wooster","BANEY,PAYTON DELMORE,KAYLA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"580","BANEY,PAYTON, NAMBISAN,ISHA, DELMORE,KAYLA, OR,CATHERINE, GIBBS,SAVANNAH","15 33 21 22 4",3,2,3,106,0,3,5,0,3,1,2,3,2,"wooster","BANEY,PAYTON DELMORE,KAYLA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"581","BANEY,PAYTON, NAMBISAN,ISHA, HEYER,ALLIE, OR,CATHERINE, GIBBS,SAVANNAH","15 33 5 22 4",3,2,2,91,0,3,8,0,0,4,2,2,2,"wooster","BANEY,PAYTON GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE"
"582","PEPER,ANYA, NAMBISAN,ISHA, HEYER,ALLIE, OR,CATHERINE, GIBBS,SAVANNAH","14 33 5 22 4",4,2,1,53,2,3,11,1,2,0,1,3,2,"wooster","GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE PEPER,ANYA"
"583","TIMKO,NICOLE, NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE, GIBBS,SAVANNAH","24 33 15 22 4",3,0,1,5,0,0,12,1,1,0,0,0,2,"wooster","BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"584","ARIAS,AVA, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH","23 33 10 22 4",4,0,1,10,0,0,12,0,0,0,0,0,3,"wooster","ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"585","BANEY,PAYTON, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH","15 33 10 22 4",3,7,6,183,6,2,12,0,5,0,2,6,3,"wooster","BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"586","TIMKO,NICOLE, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE, GIBBS,SAVANNAH","24 33 10 22 4",4,7,8,214,0,6,8,2,6,2,5,11,3,"wooster","CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"587","TIMKO,NICOLE, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, HEYER,ALLIE","24 15 10 22 5",4,7,7,193,0,10,14,4,8,0,5,7,3,"wooster","BANEY,PAYTON CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"588","ARIAS,AVA, LIGOTTI,PIPER, CHINTALA,ANISHA, OR,CATHERINE, HEYER,ALLIE","23 3 10 22 5",5,7,7,216,0,6,24,1,6,0,5,7,4,"wooster","ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"589","ARIAS,AVA, LIGOTTI,PIPER, DELMORE,KAYLA, LAFOND,LIV, HEYER,ALLIE","23 3 21 43 5",4,3,3,117,2,2,30,0,3,0,3,6,4,"wooster","ARIAS,AVA DELMORE,KAYLA HEYER,ALLIE LAFOND,LIV LIGOTTI,PIPER"
"590","KATZ,JUSTINE, LIGOTTI,PIPER, DELMORE,KAYLA, LAFOND,LIV, HEYER,ALLIE","2 3 21 43 5",4,1,0,25,1,0,30,0,0,0,0,1,4,"wooster","DELMORE,KAYLA HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER"
"591","KATZ,JUSTINE, LIGOTTI,PIPER, DELMORE,KAYLA, LAFOND,LIV, PEPER,ANYA","2 3 21 43 14",4,6,7,217,8,7,29,2,7,2,3,9,4,"wooster","DELMORE,KAYLA KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA"
"592","KATZ,JUSTINE, TIMKO,NICOLE, DELMORE,KAYLA, LAFOND,LIV, PEPER,ANYA","2 24 21 43 14",4,1,0,25,2,0,28,0,0,0,0,0,4,"wooster","DELMORE,KAYLA KATZ,JUSTINE LAFOND,LIV PEPER,ANYA TIMKO,NICOLE"
"593","HEYER,ALLIE, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","5 10 22 23 33",5,5,4,85,5,0,0,1,4,0,4,8,1,NA,"ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE"
"594","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, TIMKO,NICOLE","4 10 22 23 24",4,7,7,243,6,2,-5,0,6,0,2,7,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"595","GIBBS,SAVANNAH, BANEY,PAYTON, OR,CATHERINE, NAMBISAN,ISHA, TIMKO,NICOLE","4 15 22 33 24",3,3,4,174,0,4,-9,1,7,0,6,7,1,NA,"BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"596","ARIAS,AVA, BANEY,PAYTON, OR,CATHERINE, NAMBISAN,ISHA, TIMKO,NICOLE","23 15 22 33 24",4,2,2,50,0,2,-5,1,2,2,2,3,1,NA,"ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"597","ARIAS,AVA, BANEY,PAYTON, CHINTALA,ANISHA, NAMBISAN,ISHA, PEPER,ANYA","23 15 10 33 14",4,1,0,14,0,0,-3,0,0,0,0,0,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA PEPER,ANYA"
"598","TIMKO,NICOLE, BANEY,PAYTON, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE","24 15 10 33 22",4,3,4,113,2,0,-3,3,4,0,2,3,1,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"599","TIMKO,NICOLE, BANEY,PAYTON, CHINTALA,ANISHA, ARIAS,AVA, OR,CATHERINE","24 15 10 23 22",4,6,6,168,0,6,-5,0,6,0,1,4,2,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA OR,CATHERINE TIMKO,NICOLE"
"600","TIMKO,NICOLE, GIBBS,SAVANNAH, CHINTALA,ANISHA, ARIAS,AVA, OR,CATHERINE","24 4 10 23 22",4,2,1,62,2,2,1,1,2,0,2,2,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"601","HEYER,ALLIE, GIBBS,SAVANNAH, CHINTALA,ANISHA, ARIAS,AVA, OR,CATHERINE","5 4 10 23 22",4,3,4,92,2,1,1,0,1,2,1,4,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"602","HEYER,ALLIE, GIBBS,SAVANNAH, BANEY,PAYTON, TIMKO,NICOLE, OR,CATHERINE","5 4 15 24 22",3,3,2,73,2,0,0,0,1,0,2,4,2,NA,"BANEY,PAYTON GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"603","HEYER,ALLIE, GIBBS,SAVANNAH, BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE","5 4 15 10 22",3,3,4,126,5,5,-2,1,3,0,1,2,2,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"604","ARIAS,AVA, GIBBS,SAVANNAH, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE","23 4 33 10 22",4,7,7,215,2,5,-2,4,6,1,4,8,3,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"605","BANEY,PAYTON, GIBBS,SAVANNAH, TIMKO,NICOLE, LIGOTTI,PIPER, OR,CATHERINE","15 4 24 3 22",3,2,3,102,0,6,1,0,3,0,2,3,3,NA,"BANEY,PAYTON GIBBS,SAVANNAH LIGOTTI,PIPER OR,CATHERINE TIMKO,NICOLE"
"606","BANEY,PAYTON, GIBBS,SAVANNAH, TIMKO,NICOLE, LIGOTTI,PIPER, CHINTALA,ANISHA","15 4 24 3 10",3,4,3,119,7,0,7,3,3,0,2,4,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH LIGOTTI,PIPER TIMKO,NICOLE"
"607","BANEY,PAYTON, ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE, CHINTALA,ANISHA","15 23 33 22 10",4,10,12,285,5,18,0,1,12,2,5,8,3,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"608","BANEY,PAYTON, GIBBS,SAVANNAH, NAMBISAN,ISHA, OR,CATHERINE, CHINTALA,ANISHA","15 4 33 22 10",3,3,3,110,3,2,13,0,3,2,2,3,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"609","BANEY,PAYTON, GIBBS,SAVANNAH, TIMKO,NICOLE, OR,CATHERINE, CHINTALA,ANISHA","15 4 24 22 10",3,1,1,31,0,4,12,0,1,2,1,1,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"610","BANEY,PAYTON, GIBBS,SAVANNAH, TIMKO,NICOLE, PEPER,ANYA, CHINTALA,ANISHA","15 4 24 14 10",3,1,2,84,2,2,16,0,2,1,2,3,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH PEPER,ANYA TIMKO,NICOLE"
"611","BANEY,PAYTON, PROUTY,ANNA, TIMKO,NICOLE, PEPER,ANYA, CHINTALA,ANISHA","15 11 24 14 10",3,2,1,52,2,2,16,0,1,0,0,0,4,NA,"BANEY,PAYTON CHINTALA,ANISHA PEPER,ANYA PROUTY,ANNA TIMKO,NICOLE"
"612","BANEY,PAYTON, PROUTY,ANNA, TIMKO,NICOLE, PEPER,ANYA, OR,CATHERINE","15 11 24 14 22",3,1,2,50,0,4,16,1,2,2,2,2,4,NA,"BANEY,PAYTON OR,CATHERINE PEPER,ANYA PROUTY,ANNA TIMKO,NICOLE"
"613","LAFOND,LIV, PROUTY,ANNA, KATZ,JUSTINE, PEPER,ANYA, OR,CATHERINE","43 11 2 14 22",3,4,3,74,0,4,20,0,3,0,4,4,4,NA,"KATZ,JUSTINE LAFOND,LIV OR,CATHERINE PEPER,ANYA PROUTY,ANNA"
"614","LAFOND,LIV, PROUTY,ANNA, KATZ,JUSTINE, PEPER,ANYA, LIGOTTI,PIPER","43 11 2 14 3",3,1,2,78,2,4,24,1,3,0,1,1,4,NA,"KATZ,JUSTINE LAFOND,LIV LIGOTTI,PIPER PEPER,ANYA PROUTY,ANNA"
"615","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","4 10 22 23 33",4,9,10,284,9,9,0,3,7,0,1,5,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"616","GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, BANEY,PAYTON, TIMKO,NICOLE","4 10 22 15 24",3,3,2,110,4,0,0,0,2,0,1,2,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"617","GIBBS,SAVANNAH, CHINTALA,ANISHA, NAMBISAN,ISHA, BANEY,PAYTON, TIMKO,NICOLE","4 10 33 15 24",3,2,2,61,0,0,-4,0,1,0,1,2,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"618","ARIAS,AVA, CHINTALA,ANISHA, NAMBISAN,ISHA, BANEY,PAYTON, TIMKO,NICOLE","23 10 33 15 24",4,1,2,66,0,2,-4,0,1,0,0,2,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA TIMKO,NICOLE"
"619","OR,CATHERINE, CHINTALA,ANISHA, NAMBISAN,ISHA, BANEY,PAYTON, TIMKO,NICOLE","22 10 33 15 24",4,2,2,37,0,2,-2,0,1,0,1,1,1,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"620","ARIAS,AVA, CHINTALA,ANISHA, NAMBISAN,ISHA, GIBBS,SAVANNAH, TIMKO,NICOLE","23 10 33 4 24",4,1,1,42,2,0,0,0,1,0,0,1,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"621","ARIAS,AVA, CHINTALA,ANISHA, NAMBISAN,ISHA, GIBBS,SAVANNAH, OR,CATHERINE","23 10 33 4 22",4,3,4,128,0,7,-2,1,3,0,3,3,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"622","ARIAS,AVA, CHINTALA,ANISHA, HEYER,ALLIE, GIBBS,SAVANNAH, OR,CATHERINE","23 10 5 4 22",4,1,1,79,0,0,5,1,1,0,0,2,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE OR,CATHERINE"
"623","NAMBISAN,ISHA, CHINTALA,ANISHA, HEYER,ALLIE, GIBBS,SAVANNAH, BANEY,PAYTON","33 10 5 4 15",3,6,5,152,3,4,5,1,5,0,3,6,2,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA"
"624","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE","33 23 22 4 24",4,2,2,68,0,3,6,1,2,0,1,2,2,NA,"ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"625","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","33 23 22 4 10",4,11,12,421,21,7,9,0,9,1,5,12,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"626","TIMKO,NICOLE, BANEY,PAYTON, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","24 15 22 4 10",3,9,8,259,6,4,-5,0,5,0,4,8,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"627","TIMKO,NICOLE, ARIAS,AVA, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","24 23 22 4 10",4,2,2,73,4,2,-7,0,1,0,0,1,3,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"628","NAMBISAN,ISHA, ARIAS,AVA, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","33 23 22 4 10",4,4,4,144,6,2,-9,0,4,0,1,4,3,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"629","NAMBISAN,ISHA, TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","33 24 22 4 10",4,0,1,18,0,3,-13,1,1,0,0,0,4,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"630","BANEY,PAYTON, TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","15 24 22 4 10",3,4,4,171,4,2,-10,0,3,0,3,5,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"631","BANEY,PAYTON, NAMBISAN,ISHA, OR,CATHERINE, ARIAS,AVA, CHINTALA,ANISHA","15 33 22 23 10",4,5,4,138,8,0,-12,3,4,0,2,5,4,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"632","BANEY,PAYTON, TIMKO,NICOLE, OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA","15 24 22 4 10",3,2,3,82,0,2,-20,0,2,2,1,3,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"633","BANEY,PAYTON, TIMKO,NICOLE, DELMORE,KAYLA, GIBBS,SAVANNAH, CHINTALA,ANISHA","15 24 21 4 10",3,1,0,37,0,0,-18,0,0,0,0,0,4,NA,"BANEY,PAYTON CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH TIMKO,NICOLE"
"634","BANEY,PAYTON, TIMKO,NICOLE, DELMORE,KAYLA, HEYER,ALLIE, CHINTALA,ANISHA","15 24 21 5 10",4,1,2,30,3,2,-18,0,1,0,0,0,4,NA,"BANEY,PAYTON CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE TIMKO,NICOLE"
"635","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","15 4 10 22 33",3,7,6,213,2,2,0,0,5,0,6,9,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"636","BANEY,PAYTON, ARIAS,AVA, TIMKO,NICOLE, OR,CATHERINE, NAMBISAN,ISHA","15 23 24 22 33",4,3,3,84,2,2,0,1,2,0,1,3,1,NA,"ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"637","BANEY,PAYTON, ARIAS,AVA, TIMKO,NICOLE, CHINTALA,ANISHA, DELMORE,KAYLA","15 23 24 10 21",4,4,4,128,2,7,0,1,4,0,1,3,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA DELMORE,KAYLA TIMKO,NICOLE"
"638","GIBBS,SAVANNAH, ARIAS,AVA, OR,CATHERINE, CHINTALA,ANISHA, DELMORE,KAYLA","4 23 22 10 21",4,2,2,54,0,2,5,0,1,0,1,1,1,NA,"ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA GIBBS,SAVANNAH OR,CATHERINE"
"639","GIBBS,SAVANNAH, ARIAS,AVA, OR,CATHERINE, CHINTALA,ANISHA, NAMBISAN,ISHA","4 23 22 10 33",4,3,3,108,6,5,7,1,3,0,0,2,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"640","GIBBS,SAVANNAH, TIMKO,NICOLE, OR,CATHERINE, BANEY,PAYTON, NAMBISAN,ISHA","4 24 22 15 33",3,1,3,66,2,3,6,1,2,0,1,1,1,NA,"BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"641","GIBBS,SAVANNAH, TIMKO,NICOLE, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","4 24 22 23 33",4,4,4,107,0,2,7,1,3,0,2,4,2,NA,"ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"642","PROUTY,ANNA, TIMKO,NICOLE, BANEY,PAYTON, DELMORE,KAYLA, NAMBISAN,ISHA","11 24 15 21 33",3,2,2,65,2,0,9,0,1,0,1,2,2,NA,"BANEY,PAYTON DELMORE,KAYLA NAMBISAN,ISHA PROUTY,ANNA TIMKO,NICOLE"
"643","PROUTY,ANNA, CHINTALA,ANISHA, BANEY,PAYTON, DELMORE,KAYLA, PEPER,ANYA","11 10 15 21 14",3,3,2,87,4,4,7,1,3,0,2,2,2,NA,"BANEY,PAYTON CHINTALA,ANISHA DELMORE,KAYLA PEPER,ANYA PROUTY,ANNA"
"644","PROUTY,ANNA, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, PEPER,ANYA","11 10 22 23 14",4,3,4,115,2,8,7,1,4,1,2,4,2,NA,"ARIAS,AVA CHINTALA,ANISHA OR,CATHERINE PEPER,ANYA PROUTY,ANNA"
"645","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","15 10 22 23 33",4,3,2,114,1,2,13,0,2,0,0,2,2,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"646","BANEY,PAYTON, DELMORE,KAYLA, TIMKO,NICOLE, ARIAS,AVA, NAMBISAN,ISHA","15 21 24 23 33",4,1,2,59,2,2,14,0,2,0,0,1,2,NA,"ARIAS,AVA BANEY,PAYTON DELMORE,KAYLA NAMBISAN,ISHA TIMKO,NICOLE"
"647","BANEY,PAYTON, GIBBS,SAVANNAH, OR,CATHERINE, CHINTALA,ANISHA, NAMBISAN,ISHA","15 4 22 10 33",3,5,6,202,2,8,14,4,6,0,3,4,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"648","BANEY,PAYTON, GIBBS,SAVANNAH, OR,CATHERINE, TIMKO,NICOLE, NAMBISAN,ISHA","15 4 22 24 33",3,3,2,75,5,4,20,0,2,0,1,3,3,NA,"BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"649","BANEY,PAYTON, GIBBS,SAVANNAH, OR,CATHERINE, TIMKO,NICOLE, DELMORE,KAYLA","15 4 22 24 21",3,4,4,141,2,5,19,1,4,0,3,6,3,NA,"BANEY,PAYTON DELMORE,KAYLA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"650","ARIAS,AVA, PROUTY,ANNA, OR,CATHERINE, TIMKO,NICOLE, DELMORE,KAYLA","23 11 22 24 21",4,-1,1,19,0,0,22,1,1,0,0,1,3,NA,"ARIAS,AVA DELMORE,KAYLA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"651","ARIAS,AVA, PROUTY,ANNA, PEPER,ANYA, TIMKO,NICOLE, DELMORE,KAYLA","23 11 14 24 21",4,4,5,163,0,5,22,0,3,4,3,6,3,NA,"ARIAS,AVA DELMORE,KAYLA PEPER,ANYA PROUTY,ANNA TIMKO,NICOLE"
"652","OR,CATHERINE, GIBBS,SAVANNAH, CHINTALA,ANISHA, NAMBISAN,ISHA, BANEY,PAYTON","22 4 10 33 15",3,5,4,146,8,3,27,2,3,0,3,4,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"653","OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE, NAMBISAN,ISHA, LAFOND,LIV","22 4 24 33 43",3,2,3,116,6,2,22,0,3,0,2,3,4,NA,"GIBBS,SAVANNAH LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
